id,comment_pt,annotator1_moralA,annotator1_moralA_rationales,annotator1_moralB,annotator1_moralB_rationales,annotator1_moralC,annotator1_moralC_rationales,annotator2_moralA,annotator2_moralA_rationales,annotator2_moralB,annotator2_moralB_rationales,annotator2_moralC,annotator2_moralC_rationales,hate_label,annotator1_hate_rationales,annotator2_hate_rationales,summary_post,themes_post,politician_gender,politician_party,link_post,comment
1058,Velho gagá! E ninguém impede esse Zé Alzheimer!!!!,HN,Velho gagá; E ninguém impede esse Zé Alzheimer;,0,0,0,0,HN,Velho gagá; ninguém impede esse Zé Alzheimer,0,0,0,0,1,Velho gagá; ninguém impede esse Zé Alzheimer,Velho gagá; Zé Alzheimer;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,Old geezer! And nobody can stop this old fool with Alzheimer's!!!!
1059,Nojento e os baba OVO ainda batem palma cade o Conselho tutelar?? 🤮🤮,PN,nojento;,FN,baba ovo;,0,0,PN,Nojento,HN,os baba OVO ainda batem palma,FN,cade o Conselho tutelar?,1,Nojento; os baba OVO ainda batem palma cade o Conselho tutelar?,nojento; baba ovo;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"Disgusting, and the suck-ups are still applauding! Where's the Child Protective Services?? 🤮🤮"
1060,Agora já passou do limite...se está caducando...o lugar dele é em casa com familiares cuidando dele....,HN,Agora já passou do limite; está caducando;,HP,o lugar dele é em casa com familiares cuidando dele;,0,0,HN,Agora já passou do limite,HP,o lugar dele é em casa com familiares cuidando dele,0,0,1,Agora já passou do limite; se está caducando,está caducando; já passou do limite;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,It's gone too far now...he's getting senile...his place is at home with family taking care of him....
1061,Que nojo deste cara.,PN,Que nojo deste cara;,0,0,0,0,PN,Que nojo deste cara,0,0,0,0,1,Que nojo deste cara,Que nojo deste cara;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,This guy is disgusting.
1062,Interdita esse homem.,HN,Interdita esse homem;,0,0,0,0,HN,Interdita esse homem,0,0,0,0,1,Interdita esse homem,Interdita esse homem;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,Interdict that man.
1063,"@maisa vamos tesouro, ñ se misture com essa gentalha 🥺",HN,ñ se misture com essa gentalha;,0,0,0,0,HN,ñ se misture com essa gentalha,0,0,0,0,1,ñ se misture com essa gentalha,ñ se misture com essa gentalha;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"@maisa come on darling, don't mix with that riffraff 🥺"
1064,"Meu Deus, que absurdo!! Escroto, não tem outra palavra!!!",PN,"Escroto, não tem outra palavra; ",PP,Meu Deus;,0,0,PN,Escroto,0,0,0,0,1,Escroto,Escroto;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"My God, how absurd!! Disgusting, there's no other word for it!!!"
1065,Deveriam deixar de besteiras.,HN,Deveriam deixar de besteiras;,0,0,0,0,HN,Deveriam fechar o sbesteiras,0,0,0,0,1,Deveriam deixar de besteiras,deixar de besteiras;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,They should stop talking nonsense.
1066,Débil mental .,HN,Débil mental;,0,0,0,0,HN,Débil mental,0,0,0,0,1,Débil mental,Débil mental;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,Mentally deficient.
1067,"Ridículo esse tal de Silvio Santos , ficou rico às custas da ignorância do povo!",HN,Ridículo esse tal de Silvio Santos;,FN,ficou rico às custas da ignorância do povo;,0,0,HN,Ridículo; ficou rico às custas da ignorância do povo,0,0,0,0,1,Ridículo; ficou rico às custas da ignorância do povo,Ridículo;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"That Silvio Santos guy is ridiculous, he got rich off the ignorance of the people!"
1068,Caramba 😱 quem vai parar esse milionário debochado e tarado .,HN,quem vai parar esse milionário debochado;,0,tarado,0,0,HN,quem vai parar esse milionário debochado,PN,tarado,0,0,1,quem vai parar esse milionário debochado e tarado,debochado; tarado;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,Wow 😱 who's going to stop this cocky and lecherous millionaire?
1069,Cara nojento,PN,Cara nojento;,0,0,0,0,PN,Cara nojento,0,0,0,0,1,Cara nojento,Cara nojento;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,Disgusting guy
1070,Essa mãe tinha que ter virado a mão na cara desse velho nojento!,HN,Essa mãe tinha que ter virado a mão na cara desse velho;,PN,velho nojento;,0,0,HN,tinha que ter virado a mão na cara desse velho,PN,nojento,0,0,1,tinha que ter virado a mão na cara desse velho nojento,velho nojento; virado a mão na cara desse velho;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,That mother should have slapped that disgusting old man across the face!
1071,Isso é no cúmulo.... Simplesmente ridículo!!!,HN,Simplesmente ridículo; Isso é no cúmulo;,0,0,0,0,HN,Isso é no cúmulo; Simplesmente ridículo,0,0,0,0,1,Isso é no cúmulo; Simplesmente ridículo,Simplesmente ridículo; Isso é no cúmulo;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,This is the height of absurdity... Simply ridiculous!!!
1072,Nojo desse canastrão!,PN,Nojo desse canastrão;,0,0,0,0,PN,Nojo desse canastrão,0,0,0,0,1,Nojo desse canastrão,Nojo desse canastrão;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,I'm disgusted by that ham actor!
1073,"tem gente que acha normal , este velho virou um pedofilo na tv aberta, e tem gente que acha engraçado",PN,este velho virou um pedofilo na tv aberta;,0,0,0,0,PN,este velho virou um pedofilo na tv aberta,HN,tem gente que acha engraçado,0,0,1,este velho virou um pedofilo na tv aberta,este velho; pedofilo na tv aberta;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"Some people think it's normal, this old man became a pedophile on live TV, and some people find it funny."
1074,Puta nojo desse cara,PN,Puta nojo desse cara;,0,0,0,0,PN,Puta nojo desse cara,0,0,0,0,1,Puta nojo desse cara,Puta nojo desse cara;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,That guy is disgusting.
1075,"Nojo!!!! Mas a família tradicional brasileira adora, não é? Muita hipocrisia!!! 🤮🤮🤮",PN,Nojo;,FN,Muita hipocrisia;,0,0,PN,Nojo,FN,Muita hipocrisia,0,0,1,Nojo; família tradicional brasileira adora; Muita hipocrisia,Nojo; Muita hipocrisia;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"Disgusting!!!! But the traditional Brazilian family loves it, doesn't it? So much hypocrisy!!! 🤮🤮🤮"
1076,Isso é um escroto. Velho safado.🤮,PN,Isso é um escroto; Velho safado;,0,0,0,0,PN,Isso é um escroto; Velho safado,0,0,0,0,1,Isso é um escroto; Velho safado,Isso é um escroto; Velho safado;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,That's disgusting. Dirty old man. 🤮
1077,Tudi lixo e me admiro mães levando crianças lá 😩,PN,Tudi lixo;,0,0,0,0,PN,lixo,0,0,0,0,1,lixo,Tudi lixo;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"It's all garbage, and I'm amazed that mothers are taking children there 😩"
1078,"Idiota, pergunta a tua neta velho nojento!",HN,idiota;,PN,velho nojento;,0,0,HN,Idiota,PN,velho nojento,0,0,1,Idiota; velho nojento,idiota; velho nojento;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"Idiot, ask your granddaughter, you disgusting old man!"
1079,Esse velho tá louco,HN,Esse velho tá louco;,0,0,0,0,HN,Esse velho tá louco,0,0,0,0,1,Esse velho tá louco,Esse velho tá louco;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,That old man is crazy.
1080,Horrível! Silvio precisa ser parado urgente!!! 😢😢😢,HN,Silvio precisa ser parado urgente; horrível;,0,0,0,0,HN,Horrível; Silvio precisa ser parado urgente,0,0,0,0,1,Horrível; Silvio precisa ser parado urgente,horrível;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,Horrible! Silvio needs to be stopped urgently!!! 😢😢😢
1081,E ainda acham engraçado. Ridículos,HN,Ridículos;,0,0,0,0,HN,Ridículos,0,0,0,0,1,Ridículos,Ridículos;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,And they still think it's funny. Ridiculous.
1082,"Absurdo, um babaca desse e ainda tem audiência!",HN,um babaca desse e ainda tem audiência;,0,0,0,0,HN,um babaca desse e ainda tem audiência,0,0,0,0,1,um babaca desse e ainda tem audiência,um babaca desse;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"That's absurd, a jerk like that and he still has an audience!"
1083,"Pelo amor de Deus, cadê o pai desta criança não vai, fazer nada só porque o veio do sbt é amigo do bozo?",HN,não vai fazer nada só porque o veio do sbt é amigo do bozo?,PP,Pelo amor de Deus;,0,0,HN,só porque o veio do sbt é amigo do bozo,0,0,0,0,1,só porque o veio do sbt é amigo do bozo,amigo do bozo;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"For God's sake, where is this child's father? Isn't he going to do anything just because that guy from SBT is friends with Bolsonaro?"
1084,"Parece gagá, mas sempre foi assim. É um nojento mau caráter mesmo. Mais um episódio grotesco desse cretino com crianças. #racista e #pedófilo",PN,É um nojento; #pedófilo; Mais um episódio grotesco;,HN,Parece gagá; cretino com crianças;,FN,mau caráter; #racista;,HN,Parece gagá,PN,É um nojento; Mais um episódio grotesco desse cretino com crianças; #pedófilo,FN,mau caráter; #racista,1,Parece gagá; É um nojento; mau caráter; episódio grotesco; cretino; #racista; #pedófilo,mau caráter; #racista; parece gagá;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"He seems senile, but he's always been like that. He's a disgusting, vile person. Another grotesque episode with this cretin involving children. #racist and #pedophile"
1085,"Que nojo, é um criminoso!",PN,Que nojo;,FN,é um criminoso;,0,0,PN,Que nojo,FN,é um criminoso,0,0,1,"Que nojo, é um criminoso",Que nojo; é um criminoso;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"How disgusting, he's a criminal!"
1086,Esse velho é nojento,PN,Esse velho é nojento;,0,0,0,0,PN,Esse velho é nojento,0,0,0,0,1,Esse velho é nojento,Esse velho é nojento;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,That old man is disgusting.
1087,Aff misericórdia 😱 já está gaga... Ridículo 😠,HN,já está gaga; Ridículo;,PP,Aff misericórdia;,0,0,HN,já está gaga; Ridículo,0,0,0,0,1,já está gaga; Ridículo,já está gaga; Ridículo;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"Oh my god, mercy 😱 she's already senile... Ridiculous 😠"
1088,Estas pessoas que tratam esse verme Silvio Sanntos ccomo caduco no fundo pensam como ele.,PN,Estas pessoas que tratam esse verme Silvio Sanntos;,HN,Silvio Sanntos ccomo esse verme;,0,0,HN,Estas pessoas que tratam esse verme Silvio Sanntos ccomo caduco no fundo pensam como ele,0,0,0,0,1,esse verme; caduco; no fundo pensam como ele,esse verme; caduco;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"These people who treat that worm Silvio Santos like he's senile, deep down think just like him."
1089,Velho asqueroso 🤮,PN,Velho asqueroso;,0,0,0,0,PN,Velho asqueroso,0,0,0,0,1,Velho asqueroso,Velho asqueroso;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,Disgusting old man 🤮
1090,Ainda aplaudem uma carniça dessas...,PN,Ainda aplaudem uma carniça dessas;,0,0,0,0,HN,aplaudem uma carniça dessas,0,0,0,0,1,aplaudem uma carniça dessas,uma carniça dessas;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,They still applaud such carrion...
1091,"Ele não está caduco, não! Ele sempre foi nojento!",HN,Ele não está caduco;,PN,Ele sempre foi nojento;,0,0,PN,Ele sempre foi nojento,0,0,0,0,1,Ele sempre foi nojento,caduco; nojento;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"He's not senile, no! He's always been disgusting!"
1092,"Imundo, cadê o presidente de merda pra falar q tá errado?? Vai tomar no cu mano eu fico revoltada com vcs, com a sociedade q votou em bosta, em um saco de bosta",PN,Imundo; cadê o presidente de merda pra falar q tá errado?; Vai tomar no cu mano; com a sociedade q votou em bosta; um saco de bosta;,HN,eu fico revoltada com vcs;,0,0,HN,presidente de merda,PN,"Vai tomar no cu mano eu fico revoltada com vcs, com a sociedade q votou em bosta, em um saco de bosta",0,0,1,presidente de merda; Vai tomar no cu; votou em bosta; um saco de bosta,Imundo; presidente de merda; Vai tomar no cu; votou em bosta; um saco de bosta;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"Filthy, where's that shitty president to say he's wrong?? Go fuck yourself, man, I'm outraged with you guys, with the society that voted for crap, for a sack of shit."
1093,Este lixo e igual ao ditador Bozo fdp,PN,Este lixo; fdp;,AN,igual ao ditador Bozo;,0,0,AN,igual ao ditador Bozo,PN,lixo; fdp,0,0,1,Este lixo; ditador Bozo; fdp,Este lixo; fdp; ditador Bozo;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,This trash is just like that son of a bitch dictator Bozo.
1094,Doente imbecil... que asco desse velho.,HN,Doente imbecil;,PN,que asco desse velho;,0,0,HN,Doente imbecil,PN,asco desse velho,0,0,1,Doente imbecil; asco desse velho,Doente imbecil; que asco desse velho;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,Sick imbecile... that old man is disgusting.
1095,"Velho idiota, queria que ele tivesse perguntado pra minha neta.",HN,Velho idiota;,0,0,0,0,HN,Velho idiota,0,0,0,0,1,Velho idiota,Velho idiota;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,"That old idiot, I wish he had asked my granddaughter."
1096,Cadê o MPF?? Tv é uma concessão pública!!! Esse depravado não pode fazer da emissora e do programa dele o que bem quer e entende.,PN,Esse depravado não pode fazer da emissora e do programa dele o que bem quer e entende;,0,0,0,0,PN,Esse depravado não pode fazer da emissora e do programa dele o que bem quer e entende,0,0,0,0,1,depravado; o que bem quer e entende,Esse depravado;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,Where is the Federal Public Prosecutor's Office?? TV is a public concession!!! This depraved individual cannot do whatever he wants with the station and his program.
1097,Precisa amarrar este VELHO caquético junto com o 💩 do presidente dele.,HN,Precisa amarrar este VELHO caquético;,PN,o bosta do presidente dele;,0,0,HN,Precisa amarrar este VELHO caquético junto com o 💩 do presidente dele,0,0,0,0,1,Precisa amarrar este VELHO caquético junto com o 💩 do presidente dele,VELHO caquético; o bosta do presidente dele;,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,This decrepit old man needs to be tied up along with his president's shit.
1098,Alguém tem que tirar esse cara nojento do ar!,PN,esse cara nojento do ar;,0,0,0,0,PN,tem que tirar esse cara nojento do ar,0,0,0,0,1,tem que tirar esse cara nojento do ar,esse cara nojento,"The post criticizes a law sanctioned by Bolsonaro that allows taxes to be collected on amounts workers receive in labor settlements that were previously tax-exempt, such as vacation pay, the 13th salary, and overtime. It argues that this change will reduce the total compensation workers receive when leaving a job and concludes by framing Bolsonaro as an enemy of workers.",Taxation of worker benefits; Criticism of Bolsonaro; Economic and social policy;,male,left,https://www.instagram.com/p/B3R0XMrAt7g/,Someone needs to get this disgusting guy off the air!
